mojoTitle, rtTitle, year, found, rtID
"Babar  King of Elephants",Babar - King Of The Elephants,1999,True,9780
"Hote Hote Pyar Ho Gaya",,1999,False,
"The Revelation",The Seven Churches of Revelation Rediscovered,1999,True,770827750
"Onegin",Onegin,1999,True,18456
"Breakfast of Champions",Breakfast of Champions,1999,True,14704
"Sugar Town",Sugar Town,1999,True,369770662
"Show Me Love",,1999,False,
"The Legend of 1900",The Legend of Sleepy Hollow,1999,True,11529
"The Loss of Sexual Innocence",The Loss of Sexual Innocence,1999,True,15439
"Mast",Mast,1999,True,770677157
"Lal Badshah",,1999,False,
"Agnes Browne",Agnes Browne,1999,True,14782
"Stop Making Sense (re-issue)",,1999,False,
"Silsila Hain Pyar Ka",,1999,False,
"Histoires d'Hiver",Histoires d'hiver (Winter Stories),1999,True,770672412
"Endurance",,1999,False,
"Bedrooms and Hallways",,1999,False,
"Matroni et Moi",Matroni et moi,1999,True,770670296
"Haseena Mann Jaayegi",,1999,False,
"Unconditional Love",,1999,False,
"Thicker Than Water",Thicker Than Water,1999,True,16047
"Perfect Blue",,1999,False,
"The 24-Hour Woman",The 24 Hour Woman,1999,True,770737819
"Eternity and a Day",,1999,False,
"The Adventures of Sebastian Cole",,1999,False,
"Desert Blue",,1999,False,
"8 1/2 (re-issue)",8 1/2 Women,1999,True,15601
"Train of Life",,1999,False,
"The Very Thought of You",,1999,False,
"Diamonds",Diamonds,1999,True,12567
"Julien Donkey-Boy",Julien Donkey-Boy,1999,True,14574
"Vaastar",,1999,False,
"Virtual Sexuality",,1999,False,
"Stiff Upper Lips",Stiff Upper Lips,1999,True,770689114
"Korhram",Kohram,1999,True,770671771
"Late August  Early September",,1999,False,
"Just a Little Harmless Sex",Just a Little Harmless Sex,1999,True,16763
"How the Grinch Stole Christmas",How the Grinch Stole Christmas,2000,True,10401
"Cast Away",Cast Away,2000,True,12777
"Mission: Impossible II",Mission: Impossible 2,2000,True,10840
"Gladiator",Gladiator,2000,True,13065
"What Women Want",What Women Want,2000,True,10661
"The Perfect Storm",The Perfect Storm,2000,True,12647
"Meet the Parents",Meet the Parents,2000,True,10945
"X-Men",X-Men,2000,True,11206
"Scary Movie",Scary Movie,2000,True,12983
"What Lies Beneath",What Lies Beneath,2000,True,10686
"Dinosaur",Dinosaur,2000,True,10427
"Crouching Tiger  Hidden Dragon",,2000,False,
"Erin Brockovich",Erin Brockovich,2000,True,12902
"Charlie's Angels",Charlie's Angels,2000,True,11062
"Traffic",Traffic,2000,True,14849
"The Nutty Professor II: The Klumps",Nutty Professor II - The Klumps,2000,True,17595
"Big Momma's House",Big Momma's House,2000,True,11526
"Remember the Titans",Remember the Titans,2000,True,10238
"The Patriot",The Patriot,2000,True,12954
"Chicken Run",Chicken Run,2000,True,9394
"Miss Congeniality",Miss Congeniality,2000,True,10560
"Gone in 60 Seconds",Gone in 60 Seconds (Gone in Sixty Seconds),2000,True,17108
"Unbreakable",Unbreakable,2000,True,10289
"Me  Myself and Irene",Me  Myself & Irene,2000,True,13432
"Space Cowboys",Space Cowboys,2000,True,10873
"The Emperor's New Groove",The Emperor's New Groove,2000,True,9457
"Scream 3",Scream 3,2000,True,13688
"U-571",U-571,2000,True,10570
"Rugrats in Paris: The Movie",Rugrats in Paris - The Movie,2000,True,9757
"The Family Man",The Family Man,2000,True,10203
"Hollow Man",Hollow Man,2000,True,14339
"Chocolat",Chocolat,2000,True,10047
"Shaft",Shaft,2000,True,14115
"Disney's The Kid",,2000,False,
"Vertical Limit",Vertical Limit,2000,True,11374
"Road Trip",Road Trip,2000,True,17063
"Bring It On",Bring It On,2000,True,10458
"102 Dalmatians",102 Dalmatians,2000,True,9606
"Rules of Engagement",Rules of Engagement,2000,True,13191
"The Cell",The Cell,2000,True,13516
"Mission to Mars",Mission To Mars,2000,True,10912
"Coyote Ugly",Coyote Ugly,2000,True,10913
"Fantasia 2000 (35mm & IMAX)",,2000,False,
"Snow Day",Snow Day,2000,True,11522
"Next Friday",Next Friday,2000,True,13546
"The Whole Nine Yards",The Whole Nine Yards,2000,True,13390
"Shanghai Noon",Shanghai Noon,2000,True,10748
"Romeo Must Die",Romeo Must Die,2000,True,13447
"Final Destination",Final Destination,2000,True,13223
"Fantasia 2000 (IMAX)",,2000,False,
"Finding Forrester",Finding Forrester,2000,True,10509
"The Road to El Dorado",The Road to El Dorado,2000,True,11601
"Men of Honor",Men of Honor,2000,True,13485
"Dude  Where's My Car?",Dude  Where's My Car?,2000,True,12758
"The Tigger Movie",The Tigger Movie,2000,True,9475
"O Brother  Where Art Thou?",O Brother  Where Art Thou?,2000,True,12776
"Frequency",Frequency,2000,True,10754
"The Replacements",The Replacements,2000,True,10271
"Pokemon: The Movie 2000",Pokemon - The Movie 2000,2000,True,9591
"The Beach",The Beach,2000,True,13286
"The Exorcist Director's Cut",Exorcist: The Version You've Never Seen,2000,True,770939963
"Little Nicky",Little Nicky,2000,True,11218
"Pitch Black",Pitch Black,2000,True,17596
"The Original Kings of Comedy",The Original Kings of Comedy,2000,True,13160
"Bedazzled (2000)",Bedazzled,2000,True,11264
"Autumn in New York",Autumn in New York,2000,True,11409
"28 Days",28 Days,2000,True,10914
"Keeping the Faith",Keeping the Faith,2000,True,10687
"Bounce",Bounce,2000,True,11769
"Hanging Up",Hanging Up,2000,True,11881
"The Flintstones in Viva Rock Vegas",The Flintstones in Viva Rock Vegas,2000,True,12255
"The Skulls",The Skulls,2000,True,10885
"The 6th Day",The 6th Day,2000,True,12116
"Thirteen Days",Thirteen Days,2000,True,10441
"My Dog Skip",,2000,False,
"Where the Heart Is",Where the Heart Is,2000,True,10413
"Pay It Forward",Pay It Forward,2000,True,10119
"Dracula 2000",Dracula 2000,2000,True,13199
"Return to Me",Return to Me,2000,True,10368
"Proof of Life",Proof of Life,2000,True,14235
"Almost Famous",Almost Famous,2000,True,16994
"The Legend of Bagger Vance",The Legend of Bagger Vance,2000,True,12753
"Snatch",,2000,False,
"The Art of War",The Art of War,2000,True,14846
"Bless the Child",Bless the Child,2000,True,14457
"The Watcher",The Watcher,2000,True,14306
"Love & Basketball",Love and Basketball,2000,True,10414
"High Fidelity",High Fidelity,2000,True,12937
"Book of Shadows: Blair Witch 2",Book of Shadows - Blair Witch 2,2000,True,15358
"The Adventures of Rocky & Bullwinkle",The Adventures of Rocky & Bullwinkle,2000,True,11991
"Nurse Betty",Nurse Betty,2000,True,16429
"Reindeer Games",Reindeer Games (Deception),2000,True,16279
"Titan A.E.",Titan A.E.,2000,True,10688
"Billy Elliot",,2000,False,
"Boys and Girls",Boys and Girls,2000,True,10926
"Battlefield Earth",Battlefield Earth,2000,True,11361
"Urban Legends: Final Cut",Urban Legends: Final Cut,2000,True,15289
"Down to You",Down to You,2000,True,11204
"Wonder Boys",Wonder Boys,2000,True,13257
"Best in Show",Best in Show,2000,True,12770
"The Ninth Gate",,2000,False,
"Michael Jordan to the Max (IMAX)",Michael Jordan to the Max,2000,True,18458
"The Contender",The Contender,2000,True,16856
"Red Planet",Red Planet,2000,True,11080
"Small Time Crooks",Small Time Crooks,2000,True,11792
"Center Stage",Center Stage,2000,True,10234
"Boiler Room",Boiler Room,2000,True,13037
"Lost Souls",Lost Souls,2000,True,15419
"Eye of the Beholder",,2000,False,
"Thomas and the Magic Railroad",Thomas and the Magic Railroad,2000,True,9496
"Cirque du Soleil: Journey of Man (IMAX)",Cirque du Soleil: Journey of Man,2000,True,9844
"Loser",,2000,False,
"All the Pretty Horses",All the Pretty Horses,2000,True,11177
"Drowning Mona",Drowning Mona,2000,True,11751
"Bait",Bait,2000,True,14661
"Dungeons & Dragons",Dungeons & Dragons,2000,True,12774
"American Psycho",American Psycho,2000,True,17355
"The Next Best Thing",The Next Best Thing,2000,True,12765
"Get Carter",Get Carter,2000,True,15255
"Supernova",Supernova,2000,True,15140
"The Ladies Man",The Ladies Man,2000,True,13652
"The Little Vampire",The Little Vampire,2000,True,10259
"Solarmax",SolarMax,2000,True,18923
"Dr. T and the Women",Dr. T & The Women,2000,True,15142
"The Crew",The Crew,2000,True,11815
"Highlander: Endgame",Highlander - Endgame,2000,True,13616
"Ready to Rumble",Ready to Rumble,2000,True,11837
"Saving Grace",Saving Grace,2000,True,13216
"The Gift",The Gift,2000,True,13522
"The Legend of Drunken Master",,2000,False,
"Cyberworld 3-D (IMAX)",Cyberworld,2000,True,326299957
"Here on Earth",Here On Earth,2000,True,11154
"Lucky Numbers",Lucky Numbers,2000,True,16301
"Godzilla 2000",Godzilla 2000,2000,True,11408
"3 Strikes",3 Strikes,2000,True,14557
"Digimon: The Movie",,2000,False,
"You Can Count on Me",You Can Count On Me,2000,True,13769
"Whatever It Takes",Whatever It Takes,2000,True,11384
"Pollock",Pollock,2000,True,13382
"Fantasia 2000 (35mm)",,2000,False,
"Shadow of the Vampire",Shadow of the Vampire,2000,True,16862
"Quills",Quills,2000,True,13653
"Screwed",Screwed,2000,True,12166
"State and Main",State and Main,2000,True,14049
"I Dreamed of Africa",I Dreamed of Africa,2000,True,11467
"What Planet Are You From?",What Planet Are You From?,2000,True,14867
"Croupier",,2000,False,
"The Way of the Gun",The Way of the Gun,2000,True,15775
"Where the Money Is",Where the Money Is,2000,True,12806
"The In Crowd",The In Crowd,2000,True,11968
"Black and White",Mysterious "Black and White",2000,True,770940659
"Gossip",Gossip,2000,True,15335
"Woman on Top",Woman on Top,2000,True,16908
"The Virgin Suicides",,2000,False,
"Duets",Duets,2000,True,13455
"Held Up",Held Up,2000,True,12456
"The Tao of Steve",The Tao of Steve,2000,True,13637
"Before Night Falls",,2000,False,
"Dancer in the Dark",Dancer in the Dark,2000,True,13269
"East is East",This Is Not An Exit : The Fictional World Of Bret Easton Ellis,2000,True,770736118
"Whipped",Whipped,2000,True,14694
"Requiem for a Dream",Requiem for a Dream,2000,True,17949
"Malena",Malena,2000,True,13632
"Price of Glory",Price of Glory,2000,True,12131
"Ghost Dog: Way of the Samurai",,2000,False,
"The Big Kahuna",,2000,False,
"Beautiful",Beautiful,2000,True,12257
"The House of Mirth",The House of Mirth,2000,True,11776
"Isn't She Great",Isn't She Great,2000,True,15866
"Up at the Villa",Up at the Villa,2000,True,11925
"God's Army",God's Army,2000,True,12574
"East-West",,2000,False,
"Bamboozled",Bamboozled,2000,True,16735
"But I'm a Cheerleader",,2000,False,
"Butterfly",Butterfly,2000,True,770945454
"Bossa Nova",Bossa Nova,2000,True,14832
"The Color of Paradise",The Color of Paradise,2000,True,11232
"The Broken Hearts Club",The Broken Hearts Club,2000,True,13773
"Life & Times of Hank Greenberg",,2000,False,
"The Girl on the Bridge",,2000,False,
"Blood Simple (re-issue)",,2000,False,
"Gun Shy",Gun Shy,2000,True,14473
"Hamlet (2000)",Hamlet,2000,True,770801943
"Rear Window (Re-issue)",,2000,False,
"Girlfight",Girlfight,2000,True,14479
"Catfish in Black Bean Sauce",,2000,False,
"Jesus' Son",,2000,False,
"Cecil B. Demented",Cecil B. Demented,2000,True,14425
"MVP: Most Valuable Primate",,2000,False,
"Turn It Up",Turn It Up,2000,True,16312
"I'm the One That I Want",I'm the One That I Want,2000,True,770687789
"Backstage",Backstage,2000,True,770685445
"Trois",Trois,2000,True,15818
"Shower",,2000,False,
"Yi Yi (A One and a Two)",Yi Yi,2000,True,20552
"Groove",Groove,2000,True,14389
"The Cup",,2000,False,
"Mohabbatein",Mohabbatein,2000,True,22407
"Left Luggage",,2000,False,
"Time Code",Timecode (Time Code),2000,True,15076
"Chuck & Buck",Chuck & Buck,2000,True,15491
"What's Cooking",What's Cooking?,2000,True,10797
"Urbania",Urbania,2000,True,14640
"The Eyes of Tammy Faye",The Eyes of Tammy Faye,2000,True,12452
"Two Family House",Two Family House,2000,True,15990
"A Hard Day's Night (Re-issue)",,2000,False,
"Simpatico",,2000,False,
"Aimee & Jaguar",,2000,False,
"Place Vendome",,2000,False,
"The Taste of Others",The Taste of Others,2000,True,770674798
"The Yards",The Yards,2000,True,15319
"The Other Conquest",,2000,False,
"Chunhyang",Chunhyangdyun,2000,True,14695
"Panic",Panic,2000,True,15820
"New Waterford Girl",,2000,False,
"The Girl Next Door (2000)",The Girl Next Door,2000,True,770854445
"Passion of Mind",Passion of Mind,2000,True,12803
"Kadosh",,2000,False,
"The Claim",The Claim,2000,True,16067
"The Decalogue",,2000,False,
"Goya in Bordeaux",,2000,False,
"Taxi 2",Taxi 2,2000,True,17773
"The Filth and the Fury",The Filth and the Fury,2000,True,686047964
"Fiza",Fiza,2000,True,286549652
"Not One Less",Not One Less (Yi ge dou bu neng shao),2000,True,9687
"Refugee",Refugee,2000,True,770669903
"Phir Bhi Dil Hain Hindustani",,2000,False,
"A Time for Drunken Horses",Zamani baraye masti asbha (A Time for Drunken Horses)(Intoxication for Horses),2000,True,770672446
"The Opportunists",The Opportunists,2000,True,770686241
"Love & Sex",Love & Sex,2000,True,13388
"Mifune",,2000,False,
"Alice et Martin",,2000,False,
"The Five Senses",,2000,False,
"The Last September",,2000,False,
"Joe Gould's Secret",Joe Gould's Secret,2000,True,15593
"Venus Beauty Institute",,2000,False,
"Rififi (re-issue)",,2000,False,
"Josh",Josh,2000,True,17746
"8 1/2 Women",,2000,False,
"Baise-Moi",Baise-Moi,2000,True,17074
"Wonderland (2000)",,2000,False,
"Har dil jo Pyar Karega",Har Dil Jo Pyar Karega,2000,True,770674780
"Pariah (2000)",,2000,False,
"Hamara Dil Aapke Paas Hai",Hamara Dil Aapke Paas Hai,2000,True,770688312
"Bittersweet Motel",Bittersweet Motel,2000,True,770672497
"Into the Arms of Strangers",,2000,False,
"Hochelaga",Hochelaga,2000,True,770678290
"Tim Burton's The Nightmare Before Christmas (re-issue)",,2000,False,
"Me Myself I",Me  Myself & Irene,2000,True,13432
"Tera Jadoo Chal Gayaa",Tera Jadoo Chal Gayaa,2000,True,770740301
"An Affair of Love",,2000,False,
"Ran (re-issue)",Rancid Aluminum,2000,True,770949447
"Winter Sleepers",,2000,False,
"Pukar",Pukar,2000,True,144477873
"Grass",,2000,False,
"Dark Days",Dark Days,2000,True,18506
"Love's Labour's Lost",Love's Labour's Lost,2000,True,10832
"Cotton Mary",,2000,False,
"Trixie",Trixie,2000,True,16568
"Luminarias",,2000,False,
"American Pimp",,2000,False,
"Smiling Fish & Goat on Fire",,2000,False,
"Solas",Solas Live,2000,True,770820623
"Hey Ram",,2000,False,
"Waking the Dead",,2000,False,
"Psycho Beach Party",Psycho Beach Party,2000,True,17287
"Beautiful People",,2000,False,
"Under Suspicion",Under Suspicion,2000,True,14768
"The Wind Will Carry Us",,2000,False,
"Maelstrom",Maelstrom,2000,True,16059
"Time Regained",,2000,False,
"George Washington",George Washington,2000,True,17495
"This is Spinal Tap (Re-issue)",,2000,False,
"Santitos",,2000,False,
"La Buche",,2000,False,
"The Ballad of Ramblin' Jack",The Ballad of Ramblin' Jack,2000,True,12122
"Mela",Mela,2000,True,770807249
"Ratcatcher",,2000,False,
"Boys Life 3",Boys Life 3,2000,True,770688381
"The Tic Code",,2000,False,
"Bulandi",Bulandi,2000,True,770817737
"Kikujiro",Kikujiro,2000,True,12109
"Chaal Mera Bhai",,2000,False,
"Raju Chacha",Raju Chacha,2000,True,770978308
"Calle 54",Calle 54,2000,True,9522
"The Big Tease",The Big Tease,2000,True,14933
"Cleopatra's Second Husband",,2000,False,
"Mercy Streets",Mercy Streets,2000,True,770695442
"Uninvited Guest",,2000,False,
"Knockout",Knockout,2000,True,770738878
"Grizzly Falls",,2000,False,
"Solomon & Gaenor",,2000,False,
"The Closer You Get",The Closer You Get,2000,True,770736756
"One Day in September",,2000,False,
"The Terrorist",,2000,False,
"Deterrence",Deterrence,2000,True,15372
"X",X,2000,True,770697120
"Tigerland",Tigerland,2000,True,14280
"Himalaya l'enfance d'un chef",,2000,False,
"Running Free",,2000,False,
"Harry Potter and the Sorcerer's Stone",Harry Potter and the Sorcerer's Stone,2001,True,10037
"The Lord of the Rings: The Fellowship of the Ring",The Lord of the Rings: The Fellowship of the Ring,2001,True,12769
"Shrek",Shrek,2001,True,10166
"Monsters  Inc.",,2001,False,
"Rush Hour 2",Rush Hour 2,2001,True,10571
"The Mummy Returns",The Mummy Returns,2001,True,11753
"Pearl Harbor",Pearl Harbor,2001,True,16950
"Ocean's Eleven",Ocean's Eleven,2001,True,10182
"Jurassic Park III",Jurassic Park III,2001,True,10462
"Planet of the Apes (2001)",Planet of the Apes,2001,True,11411
"A Beautiful Mind",A Beautiful Mind,2001,True,10240
"Hannibal",Hannibal,2001,True,13100
"American Pie 2",American Pie 2,2001,True,17152
"The Fast and the Furious",The Fast and the Furious,2001,True,11094
"Lara Croft: Tomb Raider",Lara Croft - Tomb Raider,2001,True,10375
"Dr. Dolittle 2",Dr. Dolittle 2,2001,True,11120
"Spy Kids",Spy Kids,2001,True,10344
"Black Hawk Down",Black Hawk Down,2001,True,12917
"The Princess Diaries",The Princess Diaries,2001,True,9627
"Vanilla Sky",Vanilla Sky,2001,True,13077
"The Others",The Others,2001,True,75458665
"Legally Blonde",Legally Blonde,2001,True,10298
"America's Sweethearts",America's Sweethearts,2001,True,98831563
"Cats & Dogs",Cats & Dogs,2001,True,11574
"Save the Last Dance",Save the Last Dance,2001,True,10398
"Atlantis: The Lost Empire",Atlantis - The Lost Empire,2001,True,10757
"Jimmy Neutron: Boy Genius",Jimmy Neutron - Boy Genius,2001,True,9585
"A.I. Artificial Intelligence",A.I. Artificial Intelligence,2001,True,10652
"Training Day",Training Day,2001,True,12997
"Along Came a Spider",Along Came a Spider,2001,True,13471
"Bridget Jones's Diary",Bridget Jones's Diary,2001,True,13426
"Scary Movie 2",Scary Movie 2,2001,True,13021
"The Score",The Score,2001,True,13558
"Shallow Hal",Shallow Hal,2001,True,10941
"Swordfish",Swordfish,2001,True,13173
"The Mexican",The Mexican,2001,True,16863
"Down to Earth",Down to Earth,2001,True,11743
"Spy Game",Spy Game,2001,True,13072
"The Wedding Planner",The Wedding Planner,2001,True,10328
"Behind Enemy Lines",Behind Enemy Lines,2001,True,10599
"Ali",Ali,2001,True,14265
"The Animal",The Animal,2001,True,17289
"Moulin Rouge!",Moulin Rouge!,2001,True,12846
"Rat Race",Rat Race,2001,True,10504
"A Knight's Tale",A Knight's Tale,2001,True,18022
"Don't Say a Word",Don't Say a Word,2001,True,14677
"Blow",Blow,2001,True,12923
"The Royal Tenenbaums",,2001,False,
"Exit Wounds",Exit Wounds,2001,True,13946
"Enemy at the Gates",Enemy at the Gates,2001,True,12992
"K-PAX",K-PAX,2001,True,10743
"Serendipity",Serendipity,2001,True,10106
"Kate and Leopold",Kate & Leopold,2001,True,10350
"Domestic Disturbance",Domestic Disturbance,2001,True,14121
"Zoolander",Zoolander,2001,True,10109
"The One",The One,2001,True,10883
"Thirteen Ghosts",Thirteen Ghosts (13 Ghosts),2001,True,13249
"Bandits",Bandits,2001,True,11099
"Gosford Park",Gosford Park,2001,True,13293
"Heartbreakers",Heartbreakers,2001,True,10915
"I Am Sam",I Am Sam,2001,True,10389
"Hardball",Hardball,2001,True,168454647
